customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2707-NEUSU,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.38,635.64,No
2708-PXLUD,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),85.18,87.31,No
2709-HGOFE,Female,0,No,No,13,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,93.21,1238.25,No
2710-NUMJR,Female,0,No,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),53.26,3839.01,No
2711-DHXKQ,Female,1,No,No,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.3,371.88,No
2712-RUYZK,Female,0,No,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),103.57,6214.3,Yes
2713-PLMPW,Female,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.97,4000.36,No
2714-ZUAPO,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,80.39,159.51,Yes
2715-FLHGB,Male,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,170.53,No
2716-LUNPK,Male,0,Yes,No,62,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,54.72,3338.13,No
2717-TIJQL,Male,0,No,No,27,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.15,1640.2,No
2718-FSKIU,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.49,272.44,No
2719-FYYXY,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,81.45,829.79,No
2720-PTPFE,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.51,256.7,No
2721-UDBFI,Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.59,1182.87,No
2722-QNGVS,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.83,392.18,Yes
2723-ATYOR,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,114.0,222.16,Yes
2724-CRBJK,Female,1,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.51,545.84,No
2725-XCGHS,Male,1,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,92.83,658.87,Yes
2726-RMMXS,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.12,2209.03,No
2727-WLQVL,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,88.3,1597.07,Yes
2728-MYLSN,Male,0,No,No,42,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,62.26,2619.9,No
2729-GMFXS,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.3,3282.32,No
2730-SDSIP,Female,0,No,No,23,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),74.55,1761.23,No
2731-DFHXP,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),88.59,177.54,Yes
2732-EUVJW,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,96.9,870.52,No
2733-MZNGT,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),103.77,102.26,No
2734-FGEUR,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.38,4819.61,No
2735-WLFAD,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,106.93,747.05,Yes
2736-SLOCW,Male,0,Yes,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,77.12,1557.13,Yes
2737-ZTHKP,Female,0,No,No,20,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,53.98,1098.88,Yes
2738-ICETN,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.18,1148.48,No
2739-ZOFZD,Female,1,No,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,83.91,1063.31,No
2740-HSEMP,Female,0,No,No,14,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),79.18,1118.3,No
2741-AMVKU,Male,0,No,No,14,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.05,974.83,Yes
2742-HYHXN,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,71.08,3886.71,No
2743-MCDTO,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.05,1027.84,No
2744-OUMIY,Male,1,No,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),69.75,1200.61,No
2745-JLNAN,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,86.85,85.57,No
2746-NHPNA,Female,1,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.34,1334.96,No
2747-PRGOX,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.04,727.2,No
2748-QSWMI,Male,0,No,No,8,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,57.67,480.46,No
2749-XXOYZ,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.38,905.32,Yes
2750-CXAPH,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.28,4001.55,Yes
2751-WMHQV,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.76,2256.86,No
2752-WNUUG,Female,1,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.2,4947.48,Yes
2753-OPSFW,Female,0,Yes,No,59,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.85,4299.62,No
2754-ALRPL,Female,0,No,Yes,60,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,71.18,4022.69,No
2755-TMHZV,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,79.89,83.71,Yes
2756-AZUGO,Male,0,No,Yes,34,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.05,1914.21,No
2757-VMMIX,Female,0,No,No,43,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),54.06,2437.64,No
2758-ODMLE,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.03,5199.58,No
2759-GHEIN,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),79.88,1995.09,No
2760-ZLDTH,Male,0,No,Yes,31,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,60.85,1822.12,No
2761-QHUAT,Male,0,No,No,35,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.76,2264.39,No
2762-BDXUA,Female,0,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.24,4825.51,No
2763-GAICL,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),65.61,2187.23,Yes
2764-SOVPJ,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.93,57.6,No
2765-VFQUV,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.55,591.91,No
2766-XQUSR,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.11,3444.57,Yes
2767-KXGJG,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,84.15,937.74,Yes
2768-ELPYU,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.26,4994.08,No
2769-RCTOE,Female,1,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.78,230.53,No
2770-MSLWU,Female,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.11,72.45,No
2771-EFGZJ,Female,0,No,No,57,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,77.69,4384.67,No
2772-PHIDU,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,72.44,3695.08,No
2773-UHYGO,Male,1,Yes,No,59,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.23,4375.24,No
2774-UCQKI,Female,0,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,74.61,4942.31,No
2775-EYJON,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.77,360.72,No
2776-DUTBL,Male,0,No,No,34,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),77.97,2776.33,No
2777-AXTEF,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,83.61,2976.4,Yes
2778-XKHGD,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),88.16,5049.82,No
2779-FPTON,Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.87,184.72,Yes
2780-WLLPO,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36.54,327.18,Yes
2781-MKQUO,Female,0,No,No,19,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.49,1272.37,No
2782-NJLPO,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.87,115.58,No
2783-JDWIU,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.94,2221.05,No
2784-TIUYX,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),74.34,224.98,No
2785-TKKGU,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.99,141.52,No
2786-JDEEK,Female,0,No,Yes,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),84.7, ,No
2787-IPIVD,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,5672.73,Yes
2788-BNCRU,Female,0,Yes,No,59,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.09,3469.62,No
2789-FKURL,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.02,411.41,Yes
2790-EITZR,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),105.54,5745.44,No
2791-SCIDQ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.73,1082.72,Yes
2792-QWWBI,Female,1,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.29,294.91,Yes
2793-IEOOC,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.38,99.48,Yes
2794-SCFDX,Male,1,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.97,942.97,No
2795-MMKEA,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.14,540.24,No
2796-IQVAC,Female,0,No,No,43,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),61.0,2542.77,No
2797-OZUZW,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.88,4734.93,Yes
2798-JHLYV,Female,1,Yes,No,44,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.9,3081.23,Yes
2799-OIXYJ,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),93.1,3864.37,No
2800-TIOWU,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.08, ,No
2801-UABZS,Male,0,No,No,6,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.37,494.53,Yes
2802-NHFLZ,Male,0,No,Yes,34,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,64.0,2248.19,No
2803-ONUAK,Male,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,118.75,4533.77,No
2804-YCSRT,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.95, ,No
2805-BYZGH,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,80.06,77.95,Yes
2806-SVOJV,Male,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.82,1516.69,No
2807-AFMNC,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,91.58,4347.68,No
2808-KCSJO,Male,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1305.94,No
2809-KOZXM,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.01,5024.06,Yes
2810-EDMIY,Male,0,Yes,No,37,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.76,2560.19,No
2811-QBXEP,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.19,2059.04,No
2812-GAZLU,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.01,1292.05,No
2813-KLSZL,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,98.72,5492.03,No
2814-LNBBY,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.64,2119.35,No
2815-DTWZP,Male,1,Yes,Yes,34,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.09,2134.83,No
2816-JMBCS,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.24,1187.35,No
2817-FSUTS,Male,0,Yes,No,53,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.08,4007.89,No
2818-HNJCF,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.81,178.83,Yes
2819-OWWRN,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.93,830.89,No
2820-SZJOD,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),68.23,274.8,No
2821-WBCGW,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.93,3232.9,No
2822-PJSQS,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.99,2445.08,No
2823-EWTMM,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.98,1541.73,No
2824-KKPOQ,Female,0,No,No,20,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),45.19,912.84,No
2825-VRSDV,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.26,4148.61,Yes
2826-VWEGB,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,92.46,4449.9,Yes
2827-ALJHA,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.36,2375.03,Yes
2828-LBJVQ,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.99,4040.62,Yes
2829-ZCGLH,Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,763.42,No
2830-TLCQI,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.02,3215.18,No
2831-JVFYA,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.3,736.18,No
2832-VLEMO,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,99.73, ,No
2833-VKHEB,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.94,221.16,Yes
2834-LBZPU,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,85.45,3336.93,No
2835-CJSHG,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,91.75,4501.15,No
2836-ALEPY,Female,0,Yes,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,53.32,1704.92,No
2837-DQXUB,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,85.42,417.95,Yes
2838-LALLL,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,62.07,120.2,Yes
2839-SYQTX,Male,1,No,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.74,3182.91,No
2840-XZKMH,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.21,202.0,Yes
2841-JHTHI,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.6,113.28,No
2842-GNBYK,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.03,1503.47,No
2843-HMUOC,Female,1,Yes,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,57.4,2988.64,No
2844-WNOBS,Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.67,4575.5,Yes
2845-LYTDC,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,94.68,4557.06,No
2846-ECYOS,Male,1,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.04,1710.97,No
2847-BLEVQ,Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.46,2393.63,No
2848-NVJCD,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),118.75,590.55,No
2849-FXYVP,Male,1,Yes,No,40,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.99,2459.13,No
2850-GOUYT,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),77.37,4130.76,No
2851-ZKVUA,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.73,1040.12,No
2852-EMUNI,Male,0,No,No,59,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.9,2565.34,No
2853-QOUGV,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.11,261.33,Yes
2854-VLWFU,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,95.72,190.96,No
2855-PZEIN,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.95,706.31,No
2856-HNLJT,Male,0,No,No,67,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,75.29,5100.55,No
2857-TZUMS,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.85,409.06,Yes
2858-OHWUJ,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,79.34,4589.85,No
2859-CUCZE,Male,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.93,1730.4,No
2860-PQFZT,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,112.68,4648.06,No
2861-TPXBT,Female,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),89.11,3307.42,No
2862-ORAZS,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.01,2946.37,No
2863-LHFLG,Male,0,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,693.47,No
2864-RVNHX,Male,1,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),82.59,3704.4,No
2865-TVNEI,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.66,151.71,No
2866-HBPMG,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.17,1139.14,Yes
2867-PGNNL,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,92.65,6660.15,No
2868-AALTU,Male,0,No,No,41,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.44,2143.57,No
2869-ODGPC,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.64,438.1,No
2870-GXVFP,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,78.49,248.39,No
2871-XHWVF,Female,0,Yes,No,22,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,68.55,1509.68,No
2872-JPKMF,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,72.34,213.39,Yes
2873-XAUSL,Male,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,70.63,261.92,No
2874-XFRMG,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.6,253.06,No
2875-WMUHU,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),75.85,75.3,No
2876-QITMB,Male,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),71.55,3182.07,No
2877-DYBDR,Male,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),89.62,179.13,Yes
